chr	pos	totDepth
KN811500.1	248442	21589
KN811500.1	248450	22406
KN811500.1	248455	22707
KN811500.1	248456	22718
KN811500.1	248459	22687
KN811500.1	248461	22592
KN811500.1	260427	8229
KN811500.1	260430	8226
KN811500.1	260436	8211
KN811500.1	260438	8169
KN811500.1	260454	12281
KN811500.1	260471	12344
KN811500.1	260475	12380
KN811500.1	260487	16121
KN811500.1	260493	16074
KN811500.1	260502	16025
KN811500.1	260515	12298
KN811500.1	260529	12178
KN811500.1	350541	8989
KN811500.1	350547	9101
KN811500.1	350548	9026
KN811500.1	350558	9072
KN811500.1	350586	9117
KN811500.1	350588	9115
KN811500.1	367796	13258
KN811500.1	367808	13264
KN811500.1	367821	13257
KN811500.1	367832	13268
KN811500.1	368837	11890
KN811500.1	368839	15942
KN811500.1	368863	16110
KN811500.1	368877	29017
KN811500.1	368880	29039
KN811500.1	368885	28956
KN811500.1	368888	28969
KN811500.1	368893	19474
KN811500.1	368894	19611
KN811500.1	368897	19794
KN811500.1	368904	19421
KN811500.1	368911	19269
KN811500.1	368921	17269
KN811500.1	379790	10433
KN811500.1	379825	13117
KN811500.1	379826	13126
KN811500.1	379834	19546
KN811500.1	379843	13371
KN811500.1	379855	12582
KN811500.1	379863	13340
KN811500.1	379890	10481
KN811500.1	379892	10482
KN811500.1	625965	21854
KN811500.1	626008	26037
KN811500.1	626010	25933
KN811500.1	626020	19695
KN811500.1	626022	19697
KN811500.1	626053	19685
KN811500.1	626650	13658
KN811500.1	626656	13694
KN811500.1	626674	21858
KN811500.1	626683	16296
KN811500.1	626696	14995
KN811500.1	626700	14864
KN811500.1	626705	14992
KN811500.1	626712	11669
KN811500.1	626720	11647
KN811500.1	626727	11639
KN811500.1	679788	7888
KN811500.1	679798	7900
KN811500.1	679836	9828
KN811500.1	679858	10020
KN811500.1	679862	7698
KN811500.1	679866	7704
KN811500.1	679887	7686
KN811500.1	679889	7676
KN811500.1	679898	7710
KN811500.1	679899	7710
KN811500.1	932782	15654
KN811500.1	932800	28789
KN811500.1	932805	28864
KN811500.1	932811	28824
KN811500.1	932818	28324
KN811500.1	932822	21109
KN811500.1	932839	21096
KN811500.1	932841	20993
KN811500.1	954632	11950
KN811500.1	954640	11940
KN811500.1	954651	12071
KN811500.1	954673	15959
KN811500.1	954681	25276
KN811500.1	954684	25309
KN811500.1	954692	15599
KN811500.1	954696	15668
KN811500.1	954713	16532
KN811500.1	1071053	15988
KN811500.1	1071065	16109
KN811500.1	1071071	16084
KN811500.1	1071073	16113
KN811500.1	1071096	16104
KN811500.1	1071107	16076
KN811500.1	1079065	16792
KN811500.1	1079090	16832
KN811500.1	1102756	11781
KN811500.1	1102763	9295
KN811500.1	1102765	9240
KN811500.1	1102766	9326
KN811500.1	1102768	9272
KN811500.1	1102771	9293
KN811500.1	1102781	9285
KN811500.1	1102789	9322
KN811500.1	1102797	9292
KN811500.1	1152480	28160
KN811500.1	1152481	28161
KN811500.1	1152486	28169
KN811500.1	1152491	28087
KN811500.1	1152497	31354
KN811500.1	1152520	31347
KN811500.1	1152521	31616
KN811500.1	1152531	31634
KN811512.1	11514	13170
KN811512.1	11530	13171
KN811512.1	11531	13171
KN811512.1	11539	13189
KN811512.1	11550	12808
KN811512.1	11551	12704
KN811512.1	143518	15006
KN811512.1	143522	15079
KN811512.1	143529	14980
KN811512.1	255822	20531
KN811512.1	255860	24778
KN811512.1	255918	13624
KN811512.1	255938	13996
KN811512.1	258234	20804
KN811512.1	258235	22765
KN811512.1	258241	22785
KN811512.1	258244	22808
KN811512.1	258254	22776
KN811512.1	258255	22798
KN811512.1	368310	10217
KN811512.1	368321	10149
KN811512.1	368329	10199
KN811512.1	368343	10169
KN811512.1	368355	10218
KN811512.1	368356	10219
KN811512.1	368361	9584
KN811512.1	368364	9612
KN811512.1	368399	10840
KN811512.1	368408	10891
KN811512.1	368413	10904
KN811512.1	368416	10838
KN811512.1	368423	10904
KN811512.1	368427	10883
KN811512.1	368436	10889
KN811512.1	368447	10907
KN811512.1	509712	16287
KN811512.1	509718	16290
KN811512.1	509719	16272
KN811512.1	509723	16311
KN811512.1	509725	16292
KN811512.1	509734	19577
KN811512.1	509740	23125
KN811512.1	546386	9702
KN811512.1	546401	9723
KN811512.1	546402	9714
KN811512.1	546421	9683
KN811512.1	546424	9708
KN811512.1	546439	9877
KN811512.1	566375	11725
KN811512.1	566378	11757
KN811512.1	566397	11711
KN811512.1	566416	9659
KN811512.1	566420	9627
KN811512.1	566424	9637
KN811512.1	566458	24209
KN811512.1	566480	27763
KN811512.1	566483	27782
KN811512.1	566485	27845
KN811512.1	566490	27798
KN811512.1	566492	27893
KN811512.1	566505	22280
KN811512.1	566512	22325
KN811512.1	566527	22053
KN811512.1	566647	14810
KN811512.1	566652	12828
KN811512.1	566663	12826
KN811512.1	566671	12805
KN811512.1	566677	12795
KN811512.1	581276	16321
KN811512.1	581278	16327
KN811512.1	581281	16319
KN811512.1	581282	15837
KN811512.1	581294	15141
KN811512.1	581296	16297
KN811512.1	581297	16319
KN811512.1	581301	16129
KN811512.1	581305	16098
KN811512.1	581307	16112
KN811512.1	581309	16292
KN811512.1	581318	16303
KN811512.1	581325	16042
KN811512.1	581329	16314
KN811512.1	581334	19559
KN811512.1	581363	14313
KN811512.1	581374	13610
KN811512.1	581391	13613
KN811512.1	581401	13642
KN811512.1	581406	13650
KN811512.1	581407	13644
KN811512.1	581408	13634
KN811512.1	708070	29175
KN811512.1	708073	30411
KN811512.1	708074	30426
KN811512.1	708083	30284
KN811512.1	708084	30181
KN811512.1	708104	27392
KN811512.1	708109	26920
KN811512.1	708676	10000
KN811512.1	708771	16464
KN811512.1	708779	16429
KN811512.1	708808	16486
KN811512.1	751986	15240
KN811512.1	751988	15224
KN811512.1	751994	15240
KN811512.1	752022	15190
KN811512.1	833967	26146
KN811512.1	833972	26113
KN811512.1	833977	26123
KN811512.1	833987	26135
KN811512.1	833988	25945
KN811512.1	834056	21864
KN811512.1	834085	21887
KN811512.1	917897	19904
KN811512.1	917903	19872
KN811512.1	917914	19903
KN811512.1	917915	19909
KN811512.1	917925	19921
KN811512.1	917928	19908
KN811512.1	917936	15809
KN811512.1	917939	19889
KN811512.1	917940	19750
KN811512.1	917941	19806
KN811512.1	917944	19832
KN811512.1	917946	19843
KN811512.1	923807	17946
KN811512.1	923811	17918
KN811512.1	923821	17910
KN811512.1	923832	17897
KN811512.1	923849	17889
KN811512.1	923865	15679
KN811512.1	923873	16067
KN811512.1	923880	16021
KN811512.1	923894	16081
KN811512.1	923904	16038
KN811512.1	923926	15835
KN811512.1	969468	19952
KN811512.1	969481	25517
KN811512.1	969494	25523
KN811512.1	969497	40933
KN811512.1	969507	41020
KN811512.1	969515	25448
KN811512.1	969516	25287
KN811512.1	969519	25224
KN811512.1	969525	25378
KN811512.1	969530	25437
KN811512.1	969531	25406
KN811512.1	969541	21206
KN811512.1	976157	33985
KN811512.1	976162	34034
KN811505.1	129273	10058
KN811505.1	129295	10050
KN811505.1	129304	10051
KN811505.1	533447	18527
KN811505.1	533457	18550
KN811505.1	533463	18475
KN811505.1	533464	18510
KN811505.1	533468	18513
KN811505.1	533489	22845
KN811505.1	533499	22790
KN811505.1	533501	29219
KN811505.1	533514	20929
KN811505.1	533516	20960
KN811505.1	533536	16780
KN811505.1	533556	16690
KN811505.1	533559	16787
KN811505.1	558662	18027
KN811505.1	558670	18080
KN811505.1	558685	18077
KN811505.1	558686	18072
KN811505.1	558689	18092
KN811505.1	558695	18066
KN811505.1	580784	28517
KN811505.1	580789	28516
KN811505.1	580819	25639
KN811505.1	704680	10189
KN811505.1	704701	10946
KN811505.1	704718	10953
KN811505.1	704721	10919
KN811505.1	704732	10960
KN811505.1	704740	10946
KN811505.1	707093	18550
KN811505.1	707101	18895
KN811505.1	707106	31531
KN811505.1	707123	31896
KN811505.1	747365	25924
KN811505.1	747369	28099
KN811505.1	747374	28186
KN811505.1	747377	27977
KN811505.1	747383	26037
KN811505.1	747392	24784
KN811505.1	747413	24782
KN811505.1	747416	24815
KN811505.1	747420	24798
KN811505.1	839494	17605
KN811505.1	839501	17543
KN811505.1	839528	24597
KN811505.1	839535	21242
KN811505.1	839564	21259
KN811505.1	839566	21202
KN811505.1	839570	21246
KN811505.1	936170	18413
KN811505.1	936181	17988
KN811505.1	1004475	18725
KN811505.1	1032181	12919
KN811505.1	1032182	13224
KN811505.1	1079305	23515
KN811505.1	1079307	23637
KN811505.1	1079312	23679
KN811505.1	1079320	23613
KN811505.1	1079326	23638
KN811505.1	1079337	37619
KN811505.1	1079345	37473
KN811505.1	1079353	37599
KN811505.1	1079363	21595
KN811505.1	1079364	21565
KN811505.1	1079365	21532
KN811505.1	1079375	21609
KN811505.1	1115410	16672
KN811505.1	1115412	16680
KN811505.1	1115442	20116
KN811505.1	1115444	20069
KN811505.1	1115453	20078
KN811510.1	99615	14694
KN811510.1	99635	14689
KN811510.1	99639	14739
KN811510.1	99646	14775
KN811510.1	185266	22522
KN811510.1	185281	22505
KN811510.1	185282	22446
KN811510.1	185291	27497
KN811510.1	185292	27523
KN811510.1	185297	27613
KN811510.1	185298	27634
KN811510.1	185310	27667
KN811510.1	185313	37781
KN811510.1	185326	22341
KN811510.1	185329	22303
KN811510.1	185333	22337
KN811510.1	185335	22352
KN811510.1	185338	22331
KN811510.1	185356	16946
KN811510.1	185358	16973
KN811510.1	185364	16966
KN811510.1	185368	16939
KN811510.1	295768	33222
KN811510.1	325722	25209
KN811510.1	325729	25192
KN811510.1	325731	25060
KN811510.1	325739	42586
KN811510.1	325748	42695
KN811510.1	325752	42688
KN811510.1	325754	42710
KN811510.1	325763	26362
KN811510.1	325780	26395
KN811510.1	325783	26337
KN811510.1	325784	25266
KN811510.1	339700	15158
KN811510.1	339702	15107
KN811510.1	339715	15103
KN811510.1	555550	24406
KN811510.1	555553	24474
KN811510.1	555554	24465
KN811510.1	555561	21358
KN811510.1	555573	21409
KN811510.1	759202	14095
KN811510.1	798755	22410
KN811510.1	798769	22396
KN811510.1	798790	18705
KN811510.1	829559	17619
KN811510.1	829583	17542
KN811510.1	829589	17611
KN811510.1	829605	21676
KN811510.1	829628	20077
KN811510.1	829655	17288
KN811510.1	829675	17291
KN811510.1	894617	13370
KN811510.1	894657	13235
KN811510.1	894703	13086
KN811510.1	894727	13188
KN811510.1	894735	13189
KN811510.1	894744	13186
KN811510.1	894752	13176
KN811510.1	894755	13164
KN811510.1	950246	8724
KN811510.1	950264	8676
KN811510.1	950270	8745
KN811510.1	950278	8754
KN811510.1	994483	18687
KN811510.1	994496	20751
KN811510.1	994525	21009
KN811510.1	1063891	29293
KN811510.1	1063919	28337
KN811510.1	1088637	23339
KN811510.1	1088638	23361
KN811510.1	1088640	23392
KN811510.1	1088642	21436
KN811510.1	1088650	23747
KN811510.1	1094745	8383
KN811510.1	1112417	15974
KN811510.1	1112437	20222
KN811510.1	1112446	37645
KN811510.1	1112450	37718
KN811510.1	1112463	36702
KN811510.1	1112468	25524
KN811510.1	1112490	21767
KN811535.1	195821	12443
KN811535.1	209410	18520
KN811535.1	209456	19962
KN811535.1	215839	22229
KN811535.1	215844	22275
KN811535.1	215851	22311
KN811535.1	215882	26029
KN811535.1	215885	25201
KN811535.1	218268	13234
KN811535.1	218272	13262
KN811535.1	218279	13262
KN811535.1	218284	13244
KN811535.1	218296	13251
KN811535.1	218297	13233
KN811535.1	218317	13243
KN811535.1	218320	13231
KN811535.1	306171	26442
KN811535.1	306178	26480
KN811535.1	306185	26485
KN811535.1	306193	26465
KN811535.1	306201	26046
KN811535.1	306202	25891
KN811535.1	396635	21472
KN811535.1	396640	21482
KN811535.1	396654	21342
KN811535.1	396658	21365
KN811535.1	396665	21324
KN811535.1	396669	21345
KN811535.1	632611	12527
KN811535.1	632620	12567
KN811535.1	632622	12443
KN811535.1	647311	13800
KN811535.1	647316	13822
KN811535.1	647339	13820
KN811535.1	723173	11131
KN811535.1	723200	10625
KN811535.1	723201	7882
KN811535.1	723203	11066
KN811535.1	723216	10781
KN811535.1	723224	11063
KN811535.1	723355	22270
KN811535.1	723357	22249
KN811535.1	723381	32533
KN811535.1	723397	32424
KN811535.1	723400	21143
KN811535.1	734771	8918
KN811535.1	734787	8904
KN811535.1	734788	8886
KN811535.1	734791	8889
KN811535.1	734797	8906
KN811535.1	734806	8909
KN811535.1	734816	8891
KN811535.1	734818	8877
KN811535.1	734819	8907
KN811535.1	814753	19947
KN811535.1	814754	19968
KN811535.1	814759	19961
KN811535.1	814763	19958
KN811535.1	814767	21635
KN811535.1	814792	18104
KN811535.1	873782	20123
KN811535.1	873789	20166
KN811535.1	873799	20152
KN811535.1	873800	20163
KN811535.1	873824	24095
KN811535.1	873841	23350
KN811535.1	873851	22203
KN811535.1	873852	22181
KN811535.1	942697	18047
KN811535.1	942708	18031
KN811535.1	995111	19185
KN811535.1	995122	19220
KN811535.1	995137	18420
KN811535.1	995159	14943
KN811535.1	995169	14863
KN811535.1	995173	14944
KN811509.1	186399	21043
KN811509.1	186402	17834
KN811509.1	186403	17867
KN811509.1	186414	18114
KN811509.1	186418	18048
KN811509.1	186423	18073
KN811509.1	186436	18088
KN811509.1	186440	18075
KN811509.1	186453	21563
KN811509.1	186490	13725
KN811509.1	186493	13843
KN811509.1	186502	11270
KN811509.1	186504	13804
KN811509.1	186511	13841
KN811509.1	186512	13856
KN811509.1	186519	13843
KN811509.1	338322	27408
KN811509.1	338340	27465
KN811509.1	338341	27476
KN811509.1	338345	49771
KN811509.1	338355	49845
KN811509.1	338366	31895
KN811509.1	338367	31887
KN811509.1	338369	31928
KN811509.1	338391	27649
KN811509.1	338392	27817
KN811509.1	338401	27802
KN811509.1	502911	19921
KN811509.1	502913	19913
KN811509.1	502930	26372
KN811509.1	502933	26697
KN811509.1	502934	26716
KN811509.1	502939	26721
KN811509.1	502967	13829
KN811509.1	655798	12970
KN811509.1	693116	11656
KN811509.1	695301	14591
KN811509.1	695304	14560
KN811509.1	695325	14574
KN811509.1	695328	14572
KN811509.1	695339	17019
KN811509.1	720103	11725
KN811509.1	720106	11733
KN811509.1	720122	11721
KN811509.1	720135	15141
KN811509.1	720155	16073
KN811509.1	720161	16045
KN811509.1	720167	16057
KN811509.1	720185	12953
KN811509.1	720187	12944
KN811509.1	720203	12969
KN811509.1	720210	13061
KN811509.1	720211	13086
KN811509.1	720212	12932
KN811509.1	720214	13086
KN811509.1	759616	15180
KN811509.1	759626	15172
KN811509.1	759638	15140
KN811509.1	827330	17816
KN811509.1	827339	17842
KN811509.1	827346	17832
KN811509.1	827348	17855
KN811509.1	1099888	26501
KN811509.1	1099901	26433
KN811509.1	1099955	19982
KN811509.1	1099960	19959
KN811509.1	1099968	19816
KN811509.1	1099975	19903
KN811509.1	1099983	19839
KN811509.1	1100000	24295
KN811509.1	1100001	24432
KN811509.1	1100005	24343
KN811509.1	1100040	20014
KN811509.1	1100046	20006
KN811509.1	1100047	19932
KN811509.1	1100048	19951
KN811509.1	1100052	19916
KN811509.1	1100066	17868
KN811509.1	1100075	20026
KN811488.1	4182	10159
KN811488.1	4185	10166
KN811488.1	4193	10176
KN811488.1	4194	10188
KN811488.1	4202	10185
KN811488.1	4208	8431
KN811488.1	4210	8449
KN811488.1	39771	15595
KN811488.1	39790	15562
KN811488.1	39791	15583
KN811488.1	39798	15574
KN811488.1	39858	18422
KN811488.1	39872	18400
KN811488.1	39892	18401
KN811488.1	56986	7676
KN811488.1	56991	7847
KN811488.1	56995	7843
KN811488.1	56999	7828
KN811488.1	71245	27439
KN811488.1	71252	28549
KN811488.1	71260	15356
KN811488.1	81232	22238
KN811488.1	81234	22193
KN811488.1	81247	22206
KN811488.1	81255	25006
KN811488.1	81275	25026
KN811488.1	170692	15991
KN811488.1	170705	15237
KN811488.1	170715	18874
KN811488.1	254178	14114
KN811488.1	254188	14130
KN811488.1	254252	15829
KN811488.1	254301	15835
KN811488.1	296524	12147
KN811488.1	296528	12144
KN811488.1	296550	12124
KN811488.1	296552	11884
KN811488.1	598496	14876
KN811488.1	598500	14886
KN811488.1	598504	14822
KN811488.1	598548	22137
KN811488.1	598551	23045
KN811488.1	598552	23073
KN811488.1	598566	19415
KN811488.1	598577	19472
KN811488.1	598586	19471
KN811488.1	598594	19417
KN811488.1	618621	22642
KN811488.1	618625	22289
KN811488.1	618626	22346
KN811488.1	618640	22345
KN811488.1	618644	22285
KN811488.1	618648	20108
KN811488.1	618652	20103
KN811488.1	618655	20093
KN811488.1	1036226	19298
KN811488.1	1036228	19324
KN811488.1	1036231	19292
KN811488.1	1036244	19324
KN811488.1	1036255	19310
KN811488.1	1036266	18868
KN811488.1	1036275	19271
KN811488.1	1036279	19306
KN811488.1	1036280	19272
KN811488.1	1036281	19256
KN811488.1	1036284	18753
KN811488.1	1076194	13065
KN811488.1	1076208	13030
KN811488.1	1076210	13049
KN811488.1	1076212	13070
KN811488.1	1076216	13160
KN811488.1	1076219	23081
KN811488.1	1076227	16864
KN811488.1	1076238	14955
KN811488.1	1076239	14950
KN811488.1	1076245	16826
KN811488.1	1085019	14467
KN811488.1	1085030	14501
KN811488.1	1085031	14509
KN811488.1	1085045	17853
KN811488.1	1085061	17844
KN811488.1	1085068	14388
KN811488.1	1085090	14426
KN811488.1	1125489	16086
KN811488.1	1125522	16059
KN811488.1	1125531	16065
KN811488.1	1125541	19868
KN811488.1	1125543	19868
KN811488.1	1125562	20086
KN811488.1	1125563	20059
KN811488.1	1125613	16843
KN811519.1	250502	13599
KN811519.1	250506	13679
KN811519.1	250513	13602
KN811519.1	250516	13665
KN811519.1	250540	13056
KN811519.1	250582	16933
KN811519.1	250583	16868
KN811519.1	250592	15873
KN811519.1	250617	16918
KN811519.1	250622	15464
KN811519.1	281419	15472
KN811519.1	288713	15911
KN811519.1	288724	15943
KN811519.1	336873	9712
KN811519.1	348598	20099
KN811519.1	348610	20107
KN811519.1	348626	20099
KN811519.1	348643	22833
KN811519.1	348646	22835
KN811519.1	348656	19364
KN811519.1	357768	12511
KN811519.1	357769	12506
KN811519.1	357770	12506
KN811519.1	357792	12187
KN811519.1	357797	12251
KN811519.1	357806	15078
KN811519.1	357811	14711
KN811519.1	367572	17965
KN811519.1	367620	15170
KN811519.1	367626	14900
KN811519.1	493482	8455
KN811519.1	493489	8446
KN811519.1	493517	6586
KN811519.1	493522	6582
KN811519.1	502875	21595
KN811519.1	502880	21597
KN811519.1	502882	21589
KN811519.1	502883	21587
KN811519.1	502892	21567
KN811519.1	502920	18508
KN811519.1	502931	18401
KN811519.1	504084	17621
KN811519.1	504088	17649
KN811519.1	504092	16636
KN811519.1	504120	21214
KN811519.1	504126	21225
KN811519.1	504127	21385
KN811519.1	504131	30881
KN811519.1	504132	31003
KN811519.1	504135	31119
KN811519.1	504140	31702
KN811519.1	504149	18913
KN811519.1	504169	15968
KN811519.1	504177	14100
KN811519.1	504188	14052
KN811519.1	727506	14034
KN811519.1	727515	14015
KN811519.1	727516	14021
KN811519.1	727525	14023
KN811519.1	727527	14130
KN811519.1	727528	21575
KN811519.1	727538	22288
KN811519.1	727543	22159
KN811519.1	727553	14829
KN811519.1	727554	14778
KN811519.1	727568	14787
KN811519.1	887885	13737
KN811519.1	887892	13726
KN811519.1	887908	13697
KN811519.1	887918	13634
KN811519.1	887928	13734
KN811519.1	887930	13730
KN811519.1	911094	17412
KN811519.1	911109	18450
KN811519.1	911146	9925
KN811519.1	911152	9964
KN811519.1	911165	9950
KN811519.1	911168	9973
KN811519.1	911172	9997
KN811519.1	911179	9979
KN811519.1	911184	9969
KN811519.1	911190	9987
KN811519.1	925803	17013
KN811519.1	925821	20213
KN811519.1	925824	20303
KN811519.1	925850	31710
KN811519.1	925857	18424
KN811519.1	925864	18429
KN811519.1	925868	18396
KN811519.1	925878	18063
KN811519.1	925881	14731
KN811519.1	925882	14716
KN811519.1	1026523	12366
KN811519.1	1026535	12338
KN811519.1	1026548	12352
KN811519.1	1026553	12352
KN811518.1	208149	14024
KN811518.1	208156	16267
KN811518.1	208159	12946
KN811518.1	208162	12883
KN811518.1	208170	12874
KN811518.1	208185	10574
KN811518.1	208196	10524
KN811518.1	383777	7245
KN811518.1	660628	16611
KN811518.1	660634	26383
KN811518.1	660639	26460
KN811518.1	660646	26504
KN811518.1	660653	26401
KN811518.1	660673	16440
KN811518.1	671463	13036
KN811518.1	671465	13029
KN811518.1	671471	13042
KN811518.1	671475	13061
KN811518.1	671499	14831
KN811518.1	671506	14906
KN811518.1	671508	14885
KN811518.1	671509	14919
KN811518.1	671534	11907
KN811518.1	765667	20151
KN811518.1	765683	20147
KN811518.1	765689	20154
KN811504.1	10709	19713
KN811504.1	10723	24932
KN811504.1	10729	24917
KN811504.1	10745	40386
KN811504.1	10759	24426
KN811504.1	10764	24371
KN811504.1	10769	24355
KN811504.1	10771	24375
KN811504.1	10774	24292
KN811504.1	10781	24399
KN811504.1	10785	19612
KN811504.1	10789	19595
KN811504.1	10791	19599
KN811504.1	73975	18986
KN811504.1	73977	18847
KN811504.1	73980	18967
KN811504.1	73984	18986
KN811504.1	73986	19000
KN811504.1	73992	18992
KN811504.1	270558	13218
KN811504.1	270568	13438
KN811504.1	270573	13424
KN811504.1	307976	9912
KN811504.1	307977	9848
KN811504.1	307978	9901
KN811504.1	307986	9950
KN811504.1	307989	9895
KN811504.1	307997	9939
KN811504.1	530151	13857
KN811504.1	530154	13920
KN811504.1	639178	15281
KN811504.1	639188	15275
KN811504.1	639190	15133
KN811504.1	639198	15249
KN811504.1	639199	15220
KN811504.1	639204	15271
KN811504.1	639205	15260
KN811504.1	639214	19852
KN811504.1	639225	19655
KN811504.1	639240	21615
KN811504.1	639245	21602
KN811504.1	639254	21460
KN811504.1	639261	17770
KN811504.1	639263	17756
KN811504.1	639267	17653
KN811504.1	639277	17779
KN811504.1	639294	17773
KN811504.1	666558	6602
KN811504.1	666570	6594
KN811504.1	666574	6600
KN811504.1	666580	6613
KN811504.1	666597	6615
KN811504.1	666601	6589
KN811504.1	666608	6448
KN811504.1	768135	10221
KN811504.1	768137	10181
KN811504.1	768140	8562
KN811504.1	768148	8530
KN811504.1	768152	8568
KN811504.1	768201	10847
KN811504.1	768202	10859
KN811504.1	768209	10855
KN811504.1	768218	10838
KN811504.1	768221	10822
KN811504.1	768224	10849
KN811504.1	768226	10840
KN811504.1	768234	10847
KN811504.1	768259	10844
KN811504.1	1012392	14785
KN811504.1	1083456	14341
KN811504.1	1083460	14325
KN811504.1	1083484	14957
KN811504.1	1083487	12338
KN811504.1	1083491	12304
KN811504.1	1083496	12293
KN811504.1	1084874	10531
KN811504.1	1084885	10542
KN811504.1	1084887	10555
KN811504.1	1084900	10385
KN811504.1	1084906	10549
KN811504.1	1084923	10559
KN811504.1	1098078	15475
KN811504.1	1098103	15473
KN811504.1	1098171	11215
KN811504.1	1098178	11248
KN811504.1	1098206	11275
KN811516.1	42656	19521
KN811516.1	42671	19627
KN811516.1	42677	19672
KN811516.1	42692	19645
KN811516.1	42699	19681
KN811516.1	42703	19660
KN811516.1	85499	10924
KN811516.1	85500	10917
KN811516.1	85504	10869
KN811516.1	85506	10913
KN811516.1	85520	10926
KN811516.1	85529	10893
KN811516.1	85536	10902
KN811516.1	85553	10855
KN811516.1	107437	18992
KN811516.1	107439	18998
KN811516.1	107446	19002
KN811516.1	107458	18985
KN811516.1	107466	14320
KN811516.1	107476	14308
KN811516.1	107478	14337
KN811516.1	497453	17531
KN811516.1	497463	12470
KN811516.1	497469	12459
KN811516.1	497471	12471
KN811516.1	497475	12471
KN811516.1	497479	12377
KN811516.1	636670	12741
KN811516.1	636672	12761
KN811516.1	636676	12725
KN811516.1	636703	13711
KN811516.1	731003	12916
KN811516.1	731022	12913
KN811516.1	731038	12911
KN811516.1	731041	11056
KN811516.1	731042	11052
KN811516.1	731046	11270
KN811516.1	731058	12898
KN811516.1	731126	14756
KN811516.1	731127	14736
KN811516.1	731146	14769
KN811516.1	731147	14750
KN811516.1	731149	14740
KN811516.1	740182	15973
KN811516.1	740185	15990
KN811516.1	740208	12746
KN811516.1	740216	12574
KN811516.1	740219	12773
KN811516.1	740232	9398
KN811516.1	740235	9406
KN811516.1	740246	9399
KN811516.1	740249	9389
KN811516.1	740265	9345
KN811516.1	760716	29923
KN811516.1	760726	22182
KN811516.1	760729	22303
KN811516.1	760730	22291
KN811516.1	760737	22253
KN811516.1	760745	18051
KN811516.1	760746	18033
KN811516.1	760750	18009
KN811516.1	760753	18038
KN811516.1	760767	17343
KN811516.1	807815	18515
KN811516.1	807836	19051
KN811516.1	807837	19083
KN811516.1	807838	19076
KN811516.1	807852	19107
KN811516.1	807853	19029
KN811516.1	905681	13219
KN811516.1	905682	13112
KN811516.1	905685	13261
KN811516.1	905689	13238
KN811516.1	905694	13229
KN811516.1	905698	13218
KN811516.1	905699	13231
KN811516.1	905707	12861
KN811516.1	922537	18902
KN811516.1	922542	18989
KN811516.1	922568	18863
KN811516.1	922578	18854
KN811516.1	945690	23986
KN811516.1	945702	26476
KN811516.1	945708	26385
KN811516.1	945723	26481
KN811516.1	956944	19651
KN811516.1	956947	19599
KN811516.1	956954	19590
KN811516.1	956956	19606
KN811516.1	956968	37834
KN811516.1	956979	37719
KN811516.1	956997	26601
KN811516.1	957024	23047
KN811516.1	1051448	13414
KN811516.1	1051790	11598
KN811506.1	19663	24259
KN811506.1	19670	24193
KN811506.1	19677	24232
KN811506.1	19684	22885
KN811506.1	19701	20909
KN811506.1	19708	20933
KN811506.1	44662	14539
KN811506.1	44743	17586
KN811506.1	44748	17554
KN811506.1	686478	9762
KN811506.1	686504	9764
KN811506.1	686513	9705
KN811506.1	686521	9733
KN811506.1	826452	8324
KN811506.1	826457	8323
KN811506.1	850564	15374
KN811506.1	879659	19270
KN811506.1	879661	19559
KN811506.1	879677	19556
KN811506.1	879683	19517
KN811506.1	879704	23018
KN811506.1	879717	28907
KN811506.1	917421	23806
KN811506.1	917427	23843
KN811506.1	917428	23795
KN811506.1	917433	23914
KN811506.1	917442	38342
KN811506.1	917455	39189
KN811506.1	917460	39229
KN811506.1	917478	23550
KN811506.1	917494	19284
KN811506.1	930478	15406
KN811506.1	930483	15390
KN811506.1	930491	25007
KN811506.1	930497	24739
KN811506.1	930500	21690
KN811506.1	930504	17560
KN811506.1	930511	15465
KN811506.1	944205	18086
KN811506.1	944207	18083
KN811506.1	944211	18073
KN811506.1	944224	18068
KN811506.1	944228	18222
KN811506.1	944229	18094
KN811506.1	944231	18140
KN811506.1	944232	18142
KN811506.1	944233	18137
KN811506.1	944234	18137
KN811506.1	944236	18217
KN811506.1	944237	18223
KN811506.1	944243	18171
KN811506.1	944245	17299
KN811506.1	1014325	14591
KN811515.1	34166	20110
KN811515.1	34167	20142
KN811515.1	34172	18905
KN811515.1	34190	31908
KN811515.1	34196	31763
KN811515.1	34200	31936
KN811515.1	34202	31911
KN811515.1	34208	31776
KN811515.1	34210	31832
KN811515.1	34214	20705
KN811515.1	34216	20400
KN811515.1	57361	11540
KN811515.1	57362	11530
KN811515.1	57390	8831
KN811515.1	57392	8817
KN811515.1	211348	12064
KN811515.1	211350	12052
KN811515.1	211352	12070
KN811515.1	217738	15315
KN811515.1	217740	15310
KN811515.1	217745	15295
KN811515.1	217746	15297
KN811515.1	217750	15436
KN811515.1	217757	15271
KN811515.1	217772	17728
KN811515.1	217780	18319
KN811515.1	217785	18312
KN811515.1	271652	8347
KN811515.1	271654	8366
KN811515.1	271675	8363
KN811515.1	271711	8262
KN811515.1	431491	23810
KN811515.1	431508	23800
KN811515.1	431514	26182
KN811515.1	431527	25823
KN811515.1	431540	26917
KN811515.1	431545	26972
KN811515.1	450333	20064
KN811515.1	450339	20074
KN811515.1	450349	19535
